Mod:Item:MetaData, Localized Name
mekanism:transmitter:1, Элитная механическая труба
mekanism:transmitter:1, Совершенная механическая труба
mekanism:transmitter:2, Базовая герметичная труба
mekanism:transmitter:2, Продвинутая герметичная труба
mekanism:transmitter:2, Элитная герметичная труба
mekanism:transmitter:2, Совершенная герметичная труба
mekanism:transmitter:3, Базовый логистический транспортер
mekanism:transmitter:3, Продвинутый логистический транспортер
mekanism:transmitter:3, Элитный логистический транспортер
mekanism:transmitter:3, Совершенный логистический транспортер
mekanism:transmitter:4, Ограничительный транспортер
mekanism:transmitter:5, Отклоняющий транспортер
mekanism:transmitter:6, Базовый теплопровод
mekanism:transmitter:6, Продвинутый теплопровод
mekanism:transmitter:6, Элитный теплопровод
mekanism:transmitter:6, Совершенный теплопровод
mekanism:obsidiantnt, Обсидиановый динамит
mekanism:boundingblock, Скреплённый блок
mekanism:gastank:0, Базовый газовый баллон
mekanism:gastank:0, Продвинутый газовый баллон
mekanism:gastank:0, Элитный газовый баллон
mekanism:gastank:0, Совершенный газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:cardboardbox, Картонная коробка
mekanism:glowpanel:0, §8Черный Cветящийся полублок
mekanism:glowpanel:1, §cКрасный Cветящийся полублок
mekanism:glowpanel:2, §2Зеленый Cветящийся полублок
mekanism:glowpanel:3, §6Коричневый Cветящийся полублок
mekanism:glowpanel:4, §1Синий Cветящийся полублок
mekanism:glowpanel:5, §5Фиолетовый Cветящийся полублок
mekanism:glowpanel:6, §3Темно-Голубой Cветящийся полублок
mekanism:glowpanel:7, §7Светло-Серый Cветящийся полублок
mekanism:glowpanel:8, §8Серый Cветящийся полублок
mekanism:glowpanel:9, §dРозовый Cветящийся полублок
mekanism:glowpanel:10, §aСветло-Зеленый Cветящийся полублок
mekanism:glowpanel:11, §eЖелтый Cветящийся полублок
mekanism:glowpanel:12, §9Светло-Голубой Cветящийся полублок
mekanism:glowpanel:13, §dПурпурный Cветящийся полублок
mekanism:glowpanel:14, §6Оранжевый Cветящийся полублок
mekanism:glowpanel:15, §fБелый Cветящийся полублок
mekanism:plasticblock:0, §8Черный Пластиковый блок
mekanism:plasticblock:1, §cКрасный Пластиковый блок
mekanism:plasticblock:2, §2Зеленый Пластиковый блок
mekanism:plasticblock:3, §6Коричневый Пластиковый блок
mekanism:plasticblock:4, §1Синий Пластиковый блок
mekanism:plasticblock:5, §5Фиолетовый Пластиковый блок
mekanism:plasticblock:6, §3Темно-Голубой Пластиковый блок
mekanism:plasticblock:7, §7Светло-Серый Пластиковый блок
mekanism:plasticblock:8, §8Серый Пластиковый блок
mekanism:plasticblock:9, §dРозовый Пластиковый блок
mekanism:plasticblock:10, §aСветло-Зеленый Пластиковый блок
mekanism:plasticblock:11, §eЖелтый Пластиковый блок
mekanism:plasticblock:12, §9Светло-Голубой Пластиковый блок
mekanism:plasticblock:13, §dПурпурный Пластиковый блок
mekanism:plasticblock:14, §6Оранжевый Пластиковый блок
mekanism:plasticblock:15, §fБелый Пластиковый блок
mekanism:slickplasticblock:0, §8Черный Гладкий пластиковый блок
mekanism:slickplasticblock:1, §cКрасный Гладкий пластиковый блок
mekanism:slickplasticblock:2, §2Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:3, §6Коричневый Гладкий пластиковый блок
mekanism:slickplasticblock:4, §1Синий Гладкий пластиковый блок
mekanism:slickplasticblock:5, §5Фиолетовый Гладкий пластиковый блок
mekanism:slickplasticblock:6, §3Темно-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:7, §7Светло-Серый Гладкий пластиковый блок
mekanism:slickplasticblock:8, §8Серый Гладкий пластиковый блок
mekanism:slickplasticblock:9, §dРозовый Гладкий пластиковый блок
mekanism:slickplasticblock:10, §aСветло-Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:11, §eЖелтый Гладкий пластиковый блок
mekanism:slickplasticblock:12, §9Светло-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:13, §dПурпурный Гладкий пластиковый блок
mekanism:slickplasticblock:14, §6Оранжевый Гладкий пластиковый блок
mekanism:slickplasticblock:15, §fБелый Гладкий пластиковый блок
mekanism:glowplasticblock:0, §8Черный Пластиковый светящийся блок
mekanism:glowplasticblock:1, §cКрасный Пластиковый светящийся блок
mekanism:glowplasticblock:2, §2Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:3, §6Коричневый Пластиковый светящийся блок
mekanism:glowplasticblock:4, §1Синий Пластиковый светящийся блок
mekanism:glowplasticblock:5, §5Фиолетовый Пластиковый светящийся блок
mekanism:glowplasticblock:6, §3Темно-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:7, §7Светло-Серый Пластиковый светящийся блок
mekanism:glowplasticblock:8, §8Серый Пластиковый светящийся блок
mekanism:glowplasticblock:9, §dРозовый Пластиковый светящийся блок
mekanism:glowplasticblock:10, §aСветло-Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:11, §eЖелтый Пластиковый светящийся блок
mekanism:glowplasticblock:12, §9Светло-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:13, §dПурпурный Пластиковый светящийся блок
mekanism:glowplasticblock:14, §6Оранжевый Пластиковый светящийся блок
mekanism:glowplasticblock:15, §fБелый Пластиковый светящийся блок
mekanism:reinforcedplasticblock:0, §8Черный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:1, §cКрасный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:2, §2Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:3, §6Коричневый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:4, §1Синий Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:5, §5Фиолетовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:6, §3Темно-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:7, §7Светло-Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:8, §8Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:9, §dРозовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:10, §aСветло-Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:11, §eЖелтый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:12, §9Светло-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:13, §dПурпурный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:14, §6Оранжевый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:15, §fБелый Укреплённый пластиковый блок
mekanism:roadplasticblock:0, §8Черный Пластиковый путь
mekanism:roadplasticblock:1, §cКрасный Пластиковый путь
mekanism:roadplasticblock:2, §2Зеленый Пластиковый путь
mekanism:roadplasticblock:3, §6Коричневый Пластиковый путь
mekanism:roadplasticblock:4, §1Синий Пластиковый путь
mekanism:roadplasticblock:5, §5Фиолетовый Пластиковый путь
mekanism:roadplasticblock:6, §3Темно-Голубой Пластиковый путь
mekanism:roadplasticblock:7, §7Светло-Серый Пластиковый путь
mekanism:roadplasticblock:8, §8Серый Пластиковый путь
mekanism:roadplasticblock:9, §dРозовый Пластиковый путь
mekanism:roadplasticblock:10, §aСветло-Зеленый Пластиковый путь
mekanism:roadplasticblock:11, §eЖелтый Пластиковый путь
mekanism:roadplasticblock:12, §9Светло-Голубой Пластиковый путь
mekanism:roadplasticblock:13, §dПурпурный Пластиковый путь
mekanism:roadplasticblock:14, §6Оранжевый Пластиковый путь
mekanism:roadplasticblock:15, §fБелый Пластиковый путь
mekanism:plasticfence:0, §8Черный Пластиковый забор
mekanism:plasticfence:1, §cКрасный Пластиковый забор
mekanism:plasticfence:2, §2Зеленый Пластиковый забор
mekanism:plasticfence:3, §6Коричневый Пластиковый забор
mekanism:plasticfence:4, §1Синий Пластиковый забор
mekanism:plasticfence:5, §5Фиолетовый Пластиковый забор
mekanism:plasticfence:6, §3Темно-Голубой Пластиковый забор
mekanism:plasticfence:7, §7Светло-Серый Пластиковый забор
mekanism:plasticfence:8, §8Серый Пластиковый забор
mekanism:plasticfence:9, §dРозовый Пластиковый забор
mekanism:plasticfence:10, §aСветло-Зеленый Пластиковый забор
mekanism:plasticfence:11, §eЖелтый Пластиковый забор
mekanism:plasticfence:12, §9Светло-Голубой Пластиковый забор
mekanism:plasticfence:13, §dПурпурный Пластиковый забор
mekanism:plasticfence:14, §6Оранжевый Пластиковый забор
mekanism:plasticfence:15, §fБелый Пластиковый забор
mekanism:saltblock, Блок соли
mekanismgenerators:solarpanel, Солнечная панель
mekanismgenerators:hohlraum, Реакционная камера
mekanismgenerators:turbineblade, Лезвие турбины
mekanismgenerators:generator:0, Тепловой генератор
mekanismgenerators:generator:1, Солнечный генератор
mekanismgenerators:generator:3, Газовый генератор
mekanismgenerators:generator:4, Биогенератор
mekanismgenerators:generator:5, Продвинутый солнечный генератор
mekanismgenerators:generator:6, Ветровая турбина
mekanismgenerators:generator:7, Ротор турбины
mekanismgenerators:generator:8, Вращательный комплекс
mekanismgenerators:generator:9, Электромагнитная катушка
mekanismgenerators:generator:10, Обшивка турбины
mekanismgenerators:generator:11, Порт турбины
mekanismgenerators:generator:12, Вентиль турбины
mekanismgenerators:generator:13, Насыщающий конденсатор
mekanismgenerators:reactor:0, Панель управления реактором
mekanismgenerators:reactor:1, Каркас реактора
mekanismgenerators:reactor:2, Порт реактора
mekanismgenerators:reactor:3, Логический адаптер реактора
mekanismgenerators:reactorglass:0, Стекло реактора
mekanismgenerators:reactorglass:1, Матрица лазерного фокуса
xujmod:wd40, WD40
xujmod:carpart:1, Car Part
xujmod:carpart:2, Car Part
xujmod:carpart:3, Car Part
xujmod:carpart:4, Car Part
xujmod:carpart:8, Car Part
xujmod:carpart:9, Car Part
xujmod:carpart:10, Car Part
xujmod:carpart:11, Car Part
xujmod:carpart:13, Car Part
xujmod:carpart:14, Car Part
xujmod:carpart:15, Car Part
xujmod:carpart:16, Car Part
xujmod:carpart:17, Car Part
xujmod:carpart:18, Car Part
xujmod:carpart:19, Car Part
xujmod:carpart:20, Car Part
xujmod:carpart:21, Car Part
xujmod:carpart:22, Car Part
xujmod:carpart:23, Car Part
xujmod:carpart:29, Car Part
xujmod:carpart:30, Car Part
xujmod:carpart:31, Car Part
xujmod:engine:5, Engine
xujmod:engine:6, Engine
xujmod:engine:7, Engine
xujmod:engine:12, Engine
xujmod:engine:24, Engine
xujmod:paintcan, Paint Can
xujmod:dejavu, Music Disc
xujmod:gasgasgas, Music Disc
xujmod:running, Music Disc
xujmod:carbox, CarBox
xujmod:hydrauliccyl, Hydraulic Cylinder
xujmod:wheel_pack:25, Set of Wheels
xujmod:wheel_pack:26, Set of Wheels
xujmod:wheel_pack:27, Set of Wheels
xujmod:wheel_pack:28, Set of Wheels
xujmod:wheel_pack:32, Set of Wheels
xujmod:lugwrench, Lug Wrench
xujmod:enginehoist, Engine Hoist
xujmod:hydraulicpress, Hydraulic Press
immersiveengineering:ore:0, Медная руда
immersiveengineering:ore:1, Бокситовая руда
immersiveengineering:ore:2, Свинцовая руда
immersiveengineering:ore:3, Серебряная руда
immersiveengineering:ore:4, Никелевая руда
immersiveengineering:ore:5, Урановая руда
immersiveengineering:storage:0, Медный блок
immersiveengineering:storage:1, Алюминиевый блок
immersiveengineering:storage:2, Свинцовый блок
immersiveengineering:storage:3, Серебряный блок
immersiveengineering:storage:4, Никелевый блок
immersiveengineering:storage:5, Урановый блок
immersiveengineering:storage:6, Константановый блок
immersiveengineering:storage:7, Электрумовый блок
immersiveengineering:storage:8, Стальной блок
immersiveengineering:storage_slab:0, Медная плита
immersiveengineering:storage_slab:1, Алюминиевая плита
immersiveengineering:storage_slab:2, Свинцовая плита
immersiveengineering:storage_slab:3, Серебряная плита
immersiveengineering:storage_slab:4, Никелевая плита
immersiveengineering:storage_slab:5, Урановая плита
immersiveengineering:storage_slab:6, Константановая плита
immersiveengineering:storage_slab:7, Электрумовая плита
immersiveengineering:storage_slab:8, Стальная плита
immersiveengineering:stone_decoration:0, Кирпич коксовой печи
immersiveengineering:stone_decoration:1, Кирпич доменной печи
immersiveengineering:stone_decoration:2, Кирпич продвинутой доменной печи
immersiveengineering:stone_decoration:3, Блок коксового угля
immersiveengineering:stone_decoration:4, Костробетон
immersiveengineering:stone_decoration:5, Бетон
immersiveengineering:stone_decoration:6, Кафельный бетон
immersiveengineering:stone_decoration:7, Свинцовый бетон
immersiveengineering:stone_decoration:8, Стеклоизоляция
immersiveengineering:stone_decoration:10, Печной кирпич
immersiveengineering:stone_decoration_slab:0, Плита из коксового кирпича
immersiveengineering:stone_decoration_slab:1, Плита из доменного кирпича
immersiveengineering:stone_decoration_slab:2, Плита из кирпича продвинутой доменной печи
immersiveengineering:stone_decoration_slab:4, Плита из костробетона
immersiveengineering:stone_decoration_slab:5, Плита из бетона
immersiveengineering:stone_decoration_slab:6, Плита из кафельного бетона
immersiveengineering:stone_decoration_slab:7, Плита из свинцового бетона
immersiveengineering:stone_decoration_slab:10, Плита из печного кирпича
immersiveengineering:stone_decoration_stairs_hempcrete, Ступени из костробетона
immersiveengineering:stone_decoration_stairs_concrete, Ступени из бетона
immersiveengineering:stone_decoration_stairs_concrete_tile, Ступени из кафельного бетона
immersiveengineering:stone_decoration_stairs_concrete_leaded, Ступени из свинцового бетона
immersiveengineering:stone_device:3, Бетонный лист
immersiveengineering:stone_device:4, Бетонная панель
immersiveengineering:stone_device:5, Бетонный кусок
immersiveengineering:treated_wood:0, Доски из обработанного дерева
immersiveengineering:treated_wood:1, Доски из обработанного дерева
immersiveengineering:treated_wood:2, Доски из обработанного дерева
immersiveengineering:treated_wood_slab:0, Плита из обработанного дерева
immersiveengineering:treated_wood_slab:1, Плита из обработанного дерева
immersiveengineering:treated_wood_slab:2, Плита из обработанного дерева
immersiveengineering:treated_wood_stairs0, Ступени из обработанного дерева
immersiveengineering:treated_wood_stairs1, Ступени из обработанного дерева
immersiveengineering:treated_wood_stairs2, Ступени из обработанного дерева
immersiveengineering:wooden_decoration:0, Забор из обработанного дерева
immersiveengineering:wooden_decoration:1, Леса из обработанного дерева
immersiveengineering:wooden_device0:0, Деревянный чемодан
immersiveengineering:wooden_device0:1, Деревянная бочка
immersiveengineering:wooden_device0:2, Верстак инженера
immersiveengineering:wooden_device0:3, Сортировщик предметов
immersiveengineering:wooden_device0:4, Пороховая бочка
immersiveengineering:wooden_device0:5, Усиленный чемодан
immersiveengineering:wooden_device0:6, Поворотный стол
immersiveengineering:wooden_device0:7, Сортировщик жидкостей
immersiveengineering:wooden_device1:0, Водяное колесо
immersiveengineering:wooden_device1:1, Ветряная мельница
immersiveengineering:wooden_device1:3, Деревянный столб
immersiveengineering:wooden_device1:4, Крепление из обработанного дерева
immersiveengineering:hemp, Промышленная конопля
immersiveengineering:cloth_device:0, Спасательная подушка
immersiveengineering:cloth_device:1, Воздушный шар
immersiveengineering:cloth_device:2, Занавес
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Медный листовой металл
immersiveengineering:sheetmetal:1, Алюминиевый листовой металл
immersiveengineering:sheetmetal:2, Свинцовый листовой металл
immersiveengineering:sheetmetal:3, Серебряный листовой металл
immersiveengineering:sheetmetal:4, Никелевый листовой металл
immersiveengineering:sheetmetal:5, Урановый листовой металл
immersiveengineering:sheetmetal:6, Константановый листовой металл
immersiveengineering:sheetmetal:7, Электрумовый листовой металл
immersiveengineering:sheetmetal:8, Стальной листовой металл
immersiveengineering:sheetmetal:9, Железный листовой металл
immersiveengineering:sheetmetal:10, Золотой листовой металл
immersiveengineering:sheetmetal_slab:0, Плита из листовой меди
immersiveengineering:sheetmetal_slab:1, Плита из листового алюминия
immersiveengineering:sheetmetal_slab:2, Плита из листового свинца
immersiveengineering:sheetmetal_slab:3, Плита из листового серебра
immersiveengineering:sheetmetal_slab:4, Плита из листового никеля
immersiveengineering:sheetmetal_slab:5, Плита из листового урана
immersiveengineering:sheetmetal_slab:6, Плита из листового константана
immersiveengineering:sheetmetal_slab:7, Плита из листового электрума
immersiveengineering:sheetmetal_slab:8, Плита из листовой стали
immersiveengineering:sheetmetal_slab:9, Плита из листового железа
immersiveengineering:sheetmetal_slab:10, Плита из листового золота
immersiveengineering:metal_decoration0:0, Блок медного провода
immersiveengineering:metal_decoration0:1, Блок электрумового провода
immersiveengineering:metal_decoration0:2, Блок высоковольтного провода
immersiveengineering:metal_decoration0:3, Краснокаменный инженерный блок
immersiveengineering:metal_decoration0:4, Лёгкий инженерный блок
immersiveengineering:metal_decoration0:5, Тяжёлый инженерный блок
immersiveengineering:metal_decoration0:6, Блок генератора
immersiveengineering:metal_decoration0:7, Блок радиатора
immersiveengineering:metal_decoration1:0, Стальной забор
immersiveengineering:metal_decoration1:1, Стальные леса
immersiveengineering:metal_decoration1:2, Стальные леса
immersiveengineering:metal_decoration1:3, Стальные леса
immersiveengineering:metal_decoration1:4, Алюминиевый забор
immersiveengineering:metal_decoration1:5, Алюминиевые леса
immersiveengineering:metal_decoration1:6, Алюминиевые леса
immersiveengineering:metal_decoration1:7, Алюминиевые леса
immersiveengineering:metal_decoration2:0, Стальной столб
immersiveengineering:metal_decoration2:1, Стальной крепёж
immersiveengineering:metal_decoration2:2, Алюминиевый столб
immersiveengineering:metal_decoration2:3, Алюминиевый крепёж
immersiveengineering:metal_decoration2:4, Фонарь
immersiveengineering:metal_decoration2:5, Колючая проволока
immersiveengineering:metal_decoration2:7, Стальная опора
immersiveengineering:metal_decoration2:8, Алюминиевая опора
immersiveengineering:metal_decoration1_slab:1, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:2, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:3, Плита из стальных лесов
immersiveengineering:metal_decoration1_slab:5, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:6, Плита из алюминиевых лесов
immersiveengineering:metal_decoration1_slab:7, Плита из алюминиевых лесов
immersiveengineering:steel_scaffolding_stairs0, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs1, Ступени из стальных лесов
immersiveengineering:steel_scaffolding_stairs2, Ступени из стальных лесов
immersiveengineering:aluminum_scaffolding_stairs0, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs1, Ступени из алюминиевых лесов
immersiveengineering:aluminum_scaffolding_stairs2, Ступени из алюминиевых лесов
immersiveengineering:metal_ladder:0, Металлическая лестница
immersiveengineering:metal_ladder:1, Лестница покрытая лесами
immersiveengineering:metal_ladder:2, Лестница покрытая лесами
immersiveengineering:connector:0, Низковольтный коннектор
immersiveengineering:connector:1, Низковольтное реле
immersiveengineering:connector:2, Средневольтный коннектор
immersiveengineering:connector:3, Средневольтное реле
immersiveengineering:connector:4, Высоковольтный коннектор
immersiveengineering:connector:5, Высоковольтное реле
immersiveengineering:connector:6, Строительный коннектор
immersiveengineering:connector:7, Трансформатор
immersiveengineering:connector:8, Высоковольтный трансформатор
immersiveengineering:connector:9, Рубильник
immersiveengineering:connector:10, Краснокаменный рубильник
immersiveengineering:connector:11, Трансформатор тока
immersiveengineering:connector:12, Краснокаменный коннектор
immersiveengineering:connector:13, Коннектор краснокаменного зонда
immersiveengineering:metal_device0:0, Низковольтный конденсатор
immersiveengineering:metal_device0:1, Средневольтный конденсатор
immersiveengineering:metal_device0:2, Высоковольтный конденсатор
immersiveengineering:metal_device0:3, Конденсатор для творческого режима
immersiveengineering:metal_device0:4, Металлическая бочка
immersiveengineering:metal_device0:5, Насос
immersiveengineering:metal_device0:6, Слив
immersiveengineering:metal_device1:0, Воздухонагреватель доменной печи
immersiveengineering:metal_device1:1, Внешний нагреватель
immersiveengineering:metal_device1:2, Кинетический генератор
immersiveengineering:metal_device1:3, Термоэлектрогенератор
immersiveengineering:metal_device1:4, Электрический фонарь
immersiveengineering:metal_device1:5, Зарядная станция
immersiveengineering:metal_device1:6, Труба для жидкостей
immersiveengineering:metal_device1:7, Буровая установка
immersiveengineering:metal_device1:8, Катушка Тесла
immersiveengineering:metal_device1:9, Прожектор
immersiveengineering:metal_device1:10, Жидкостная турель
immersiveengineering:metal_device1:11, Оружейная турель
immersiveengineering:metal_device1:13, Садовая теплица
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Обработанная палка
immersiveengineering:material:1, Железный прут
immersiveengineering:material:2, Стальной прут
immersiveengineering:material:3, Алюминиевый прут
immersiveengineering:material:4, Волокно промышленной конопли
immersiveengineering:material:5, Прочная ткань
immersiveengineering:material:6, Коксовый уголь
immersiveengineering:material:7, Шлак
immersiveengineering:material:8, Железный механический компонент
immersiveengineering:material:9, Стальной механический компонент
immersiveengineering:material:10, Часть водяного колеса
immersiveengineering:material:11, Лопасть ветряной мельницы
immersiveengineering:material:12, Парус ветряной мельницы
immersiveengineering:material:13, Деревянная рукоятка
immersiveengineering:material:14, Ствол револьвера
immersiveengineering:material:15, Барабан револьвера
immersiveengineering:material:16, Корпус револьвера
immersiveengineering:material:17, Коксовая пыль
immersiveengineering:material:18, Пыль ВОП-графита
immersiveengineering:material:19, Слиток ВОП-графита
immersiveengineering:material:20, Медный провод
immersiveengineering:material:21, Электрумовый провод
immersiveengineering:material:22, Алюминиевый провод
immersiveengineering:material:23, Стальной трос
immersiveengineering:material:24, Нитратная пыль
immersiveengineering:material:25, Серная пыль
immersiveengineering:material:26, Электронная лампа
immersiveengineering:material:27, Монтажная плата
immersiveengineering:metal:0, Медный слиток
immersiveengineering:metal:1, Алюминиевый слиток
immersiveengineering:metal:2, Свинцовый слиток
immersiveengineering:metal:3, Серебряный слиток
immersiveengineering:metal:4, Никелевый слиток
immersiveengineering:metal:5, Урановый слиток
immersiveengineering:metal:6, Константановый слиток
immersiveengineering:metal:7, Электрумовый слиток
immersiveengineering:metal:8, Стальной слиток
immersiveengineering:metal:9, Медная пыль
immersiveengineering:metal:10, Алюминиевая пыль
immersiveengineering:metal:11, Свинцовая пыль
immersiveengineering:metal:12, Серебряная пыль
immersiveengineering:metal:13, Никелевая пыль
immersiveengineering:metal:14, Урановая пыль
immersiveengineering:metal:15, Константановая пыль
immersiveengineering:metal:16, Электрумовая пыль
immersiveengineering:metal:17, Стальная пыль
immersiveengineering:metal:18, Железная пыль
immersiveengineering:metal:19, Золотая пыль
immersiveengineering:metal:20, Медный самородок
immersiveengineering:metal:21, Алюминиевый самородок
immersiveengineering:metal:22, Свинцовый самородок
immersiveengineering:metal:23, Серебряный самородок
immersiveengineering:metal:24, Никелевый самородок
immersiveengineering:metal:25, Урановый самородок
immersiveengineering:metal:26, Константановый самородок
immersiveengineering:metal:27, Электрумовый самородок
immersiveengineering:metal:28, Стальной самородок
immersiveengineering:metal:29, Железный самородок
immersiveengineering:metal:30, Медная пластина
immersiveengineering:metal:31, Алюминиевая пластина
immersiveengineering:metal:32, Свинцовая пластина
immersiveengineering:metal:33, Серебряная пластина
immersiveengineering:metal:34, Никелевая пластина
immersiveengineering:metal:35, Урановая пластина
immersiveengineering:metal:36, Константановая пластина
immersiveengineering:metal:37, Электрумовая пластина
immersiveengineering:metal:38, Стальная пластина
immersiveengineering:metal:39, Железная пластина
immersiveengineering:metal:40, Золотая пластина
immersiveengineering:tool:0, Молот инженера
immersiveengineering:tool:1, Кусачки инженера
immersiveengineering:tool:2, Вольтметр инженера
immersiveengineering:tool:3, Руководство инженера
immersiveengineering:pickaxe_steel, Стальная кирка
immersiveengineering:shovel_steel, Стальная лопата
immersiveengineering:axe_steel, Стальной топор
immersiveengineering:hoe_steel, Steel Hoe
immersiveengineering:sword_steel, Стальной меч
immersiveengineering:toolbox, Ящик для инструментов
immersiveengineering:wirecoil:0, Моток низковольтного провода
immersiveengineering:wirecoil:1, Моток средневольтного провода
immersiveengineering:wirecoil:2, Моток высоковольтного провода
immersiveengineering:wirecoil:3, Моток пенькового каната
immersiveengineering:wirecoil:4, Моток стального троса
immersiveengineering:wirecoil:5, Моток краснокаменного провода
immersiveengineering:wirecoil:6, Моток низковольтного провода с изоляцией
immersiveengineering:wirecoil:7, Моток средневольтного провода с изоляцией
immersiveengineering:seed:0, Семена промышленной конопли
immersiveengineering:drill:0, Шахтёрский бур
immersiveengineering:drillhead:0, Стальное буровое долото
immersiveengineering:drillhead:1, Железное буровое долото
immersiveengineering:jerrycan, Канистра
immersiveengineering:mold:0, Пресс-форма "Пластина"
immersiveengineering:mold:1, Пресс-форма "Шестерня"
immersiveengineering:mold:2, Пресс-форма "Прут"
immersiveengineering:mold:3, Пресс-форма "Патрон"
immersiveengineering:mold:4, Пресс-форма "Провод"
immersiveengineering:mold:5, Пресс-форма "Упаковка 2x2"
immersiveengineering:mold:6, Пресс-форма "Упаковка 3x3"
immersiveengineering:mold:7, Пресс-форма "Распаковка"
immersiveengineering:blueprint, Инженерный чертёж
immersiveengineering:revolver, Револьвер
immersiveengineering:speedloader, Ускоритель заряжания
immersiveengineering:bullet:0, Металлическая гильза
immersiveengineering:bullet:1, Гильза
immersiveengineering:bullet:2, Простой патрон
immersiveengineering:bullet:2, Бронебойный патрон
immersiveengineering:bullet:2, Картечь
immersiveengineering:bullet:2, Фугасный патрон
immersiveengineering:bullet:2, Серебряный патрон
immersiveengineering:bullet:2, Патрон "Дыхание дракона"
immersiveengineering:bullet:2, Патрон с зельем
immersiveengineering:bullet:2, Сигнальный патрон
immersiveengineering:bullet:2, Самонаводящийся патрон
immersiveengineering:bullet:2, Патрон "Волчья стая"
immersiveengineering:chemthrower, Жидкомёт
immersiveengineering:railgun, Рельсотрон
immersiveengineering:skyhook, Небесный крюк
immersiveengineering:toolupgrade:0, Баллон со сжатым воздухом
immersiveengineering:toolupgrade:1, Продвинутая смазочная система
immersiveengineering:toolupgrade:2, Дополнительные шнеки
immersiveengineering:toolupgrade:3, Большой баллон
immersiveengineering:toolupgrade:4, Штык
immersiveengineering:toolupgrade:5, Расширенный магазин
immersiveengineering:toolupgrade:6, Усиливающие электронные лампы
immersiveengineering:toolupgrade:7, Направленное сопло
immersiveengineering:toolupgrade:8, Точный прицел
immersiveengineering:toolupgrade:9, Дополнительные конденсаторы
immersiveengineering:toolupgrade:10, Лампа-вспышка
immersiveengineering:toolupgrade:11, Шокоизлучатели
immersiveengineering:toolupgrade:12, Магнитная перчатка
immersiveengineering:toolupgrade:13, Мультибаллон
immersiveengineering:shader, Шейдер
immersiveengineering:shader_bag, Мешок шейдеров
immersiveengineering:earmuffs, Защитные наушники
immersiveengineering:coresample, Образец породы
immersiveengineering:graphite_electrode, Графитовый электрод
immersiveengineering:faraday_suit_feet, Сапоги Фарадея
immersiveengineering:faraday_suit_legs, Поножи Фарадея
immersiveengineering:faraday_suit_chest, Нагрудник Фарадея
immersiveengineering:faraday_suit_head, Шлем Фарадея
immersiveengineering:fluorescent_tube, Флуоресцентная лампа
immersiveengineering:powerpack, Конденсаторный рюкзак
immersiveengineering:shield, Тяжёлый крытый щит
immersiveengineering:maintenance_kit, Комплект для обслуживания
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
